Unnamed: 0,combined_pvalue,adjusted_pvalue,genes
6259,31832,6.772360450213451e-15,2.91474598219132e-13,MBOAT7
6260,31835,5.55e-17,3.0053560136053704e-15,RPS9
6261,31844,5.55e-17,3.0053560136053704e-15,TTYH1
6265,31881,5.55e-17,3.0053560136053704e-15,SYT5
6269,31899,5.55e-17,3.0053560136053704e-15,RPL28
6280,31961,2.50381049227144e-10,8.590704531132791e-09,PEG3
6285,32031,5.55e-17,3.0053560136053704e-15,A1BG
6286,32037,5.55e-17,3.0053560136053704e-15,RPS5
6288,32052,8.78387132445813e-05,0.0020088196135481,TRIM28
6290,32054,7.2511552318133e-11,2.56108302130103e-09,UBE2M
6293,32193,7.36855021443716e-13,2.8854320160845298e-11,ATP6V1E1
6295,32197,2.96631105347611e-05,0.0007124297673706,MICAL3
6297,32211,0.0002355103246434,0.0051494683106098,TMEM191B
6299,32227,5.55e-17,3.0053560136053704e-15,SLC25A1
6302,32233,0.0015824492354226,0.0313542436868199,UFD1
6305,32247,5.55e-17,3.0053560136053704e-15,COMT
6309,32260,5.55e-17,3.0053560136053704e-15,RTN4R
6313,32272,5.55e-17,3.0053560136053704e-15,PI4KA
6319,32297,0.0025821739696108,0.0496213965440665,UBE2L3
6323,32304,4.30766533554561e-14,1.78256669325587e-12,MAPK1
6324,32396,5.55e-17,3.0053560136053704e-15,IGLC2
6327,32424,5.55e-17,3.0053560136053704e-15,CHCHD10
6329,32432,5.55e-17,3.0053560136053704e-15,MIF
6330,32435,0.0002592294124839,0.0056399002638257,GSTT2B
6331,32438,9.45286460956041e-05,0.0021537719714351,DDT
6333,32450,0.0021960123557549,0.0426962539703745,SNRPD3
6337,32482,2.2204460492503099e-16,1.00733054830801e-14,SEZ6L
6338,32484,1.1191003679300601e-10,3.9164856301502406e-09,ASPHD2
6341,32489,1.99676719603303e-10,6.889609760909521e-09,TPST2
6342,32492,5.55e-17,3.0053560136053704e-15,MIAT
6344,32521,5.55e-17,3.0053560136053704e-15,XBP1
6349,32535,3.75790709661317e-09,1.20120209802206e-07,RFPL1S
6350,32538,5.55e-17,3.0053560136053704e-15,NEFH
6354,32546,5.55e-17,3.0053560136053704e-15,UQCR10
6358,32576,0.0008953499855228,0.0182358054567053,OSBP2
6361,32589,3.95318802837163e-06,0.0001023721617066,PIK3IP1
6365,32601,5.55e-17,3.0053560136053704e-15,YWHAH
6367,32623,5.55e-17,3.0053560136053704e-15,FBXO7
6369,32630,0.0010414239740554,0.0210083213293444,LARGE1
6371,32650,3.99294668440575e-07,1.12279684471351e-05,RASD2
6372,32655,9.72491898121319e-08,2.8361699075262e-06,RBFOX2
6373,32662,9.431344594190699e-13,3.6790823441507594e-11,APOL2
6374,32664,1.33646391087261e-06,3.60100187635901e-05,MYH9
6379,32674,5.55e-17,3.0053560136053704e-15,PVALB
6380,32683,0.0002975073200857,0.0064247610051028,KCTD17
6382,32697,5.55e-17,3.0053560136053704e-15,CDC42EP1
6384,32704,5.55e-17,3.0053560136053704e-15,LGALS1
6389,32716,2.23265850252119e-13,8.92542865233034e-12,POLR2F
6390,32717,5.55e-17,3.0053560136053704e-15,SOX10
6391,32720,0.0024097412289307,0.0465267564276468,PICK1
6395,32733,2.2204460492503099e-16,1.00733054830801e-14,KCNJ4
6396,32735,5.55e-17,3.0053560136053704e-15,DDX17
6397,32741,0.0022372955637317,0.0434162105317377,TOMM22
6399,32743,0.0010055608482488,0.0203049298270153,GTPBP1
6400,32745,5.55e-17,3.0053560136053704e-15,SUN2
6401,32751,5.55e-17,3.0053560136053704e-15,NPTXR
6402,32752,1.2312595387697898e-11,4.55910558743697e-10,CBX6
6404,32768,5.55e-17,3.0053560136053704e-15,RPL3
6405,32769,5.55e-17,3.0053560136053704e-15,SYNGR1
6408,32775,0.0005459215326517,0.0114423587609206,ATF4
6414,32793,2.17048601314218e-12,8.30811609256853e-11,ST13
6417,32802,5.55e-17,3.0053560136053704e-15,CHADL
6418,32803,0.0005276302142709,0.0110817330720902,RANGAP1
6420,32805,0.0017639341350006,0.0347477901594489,TEF
6426,32815,2.88657986402541e-15,1.25916318538502e-13,SNU13
6428,32824,5.55e-17,3.0053560136053704e-15,SEPT3
6429,32829,1.26789723364773e-06,3.42227658587033e-05,SMDT1
6433,32845,2.30926389122033e-14,9.70687776132088e-13,CYB5R3
6436,32854,5.55e-17,3.0053560136053704e-15,TSPO
6438,32861,5.55e-17,3.0053560136053704e-15,MPPED1
6439,32865,5.55e-17,3.0053560136053704e-15,SULT4A1
6444,32884,0.0020010817687922,0.0391049190066837,NUP50
6445,32885,5.55e-17,3.0053560136053704e-15,KIAA0930
6446,32894,0.0005879832708595,0.0122568459005819,ATXN10
6449,32915,1.94324578650651e-09,6.34734362441014e-08,CERK
6450,32930,5.55e-17,3.0053560136053704e-15,FAM19A5
6453,32951,6.99440505513849e-13,2.74594433120502e-11,MLC1
6454,32953,4.31980510051666e-06,0.0001115830290136,PANX2
6456,32957,0.0007285537911794,0.0150437470816758,SELENOO
6458,32962,0.0021985223421494,0.0427179322085211,MAPK12
6463,32969,0.0004968902876685,0.0104684172358112,SBF1
6464,32972,2.59312112474985e-05,0.000625005279191,LMF2
6466,32988,5.55e-17,3.0053560136053704e-15,MAPK8IP2
6467,32990,2.2204460492503099e-16,1.00733054830801e-14,SHANK3
6471,33079,1.16517848491871e-06,3.16174212312064e-05,CXADR
6472,33099,1.11295417326573e-10,3.8972029301508e-09,NCAM2
6473,33131,0.0008664465989198,0.0177001000160914,JAM2
6474,33132,1.11022302462516e-16,5.3329264322189e-15,ATP5PF
6476,33158,3.2294991125780805e-09,1.03662659534612e-07,USP16
6477,33159,0.0001956600386512,0.0043197759858161,CCT8
6478,33205,8.38189162521985e-09,2.6231115710115e-07,TIAM1
6479,33208,5.55e-17,3.0053560136053704e-15,SOD1
6481,33226,1.11022302462516e-16,5.3329264322189e-15,SYNJ1
6482,33234,5.55e-17,3.0053560136053704e-15,OLIG2
6483,33236,5.55e-17,3.0053560136053704e-15,OLIG1
6489,33254,0.0002015872301417,0.0044410306373409,ITSN1
6490,33255,1.11022302462516e-16,5.3329264322189e-15,ATP5PO
6492,33270,7.97212884595666e-09,2.50126694281655e-07,RCAN1
6493,33280,5.55e-17,3.0053560136053704e-15,CBR1
6495,33298,0.002564746724847,0.0493174479412954,TTC3
6497,33306,0.0001922269498606,0.0042562550710803,KCNJ6
6498,33314,3.85247389544929e-14,1.59960676391488e-12,ETS2
6501,33327,3.8163447957373406e-09,1.21918884685765e-07,HMGN1
6503,33335,5.55e-17,3.0053560136053704e-15,PCP4
6504,33361,5.55e-17,3.0053560136053704e-15,TFF3
6505,33363,5.55e-17,3.0053560136053704e-15,TFF1
6507,33396,0.0001395584497628,0.0031400283077646,PDXK
6508,33397,1.41759190708246e-05,0.0003486722832456,CSTB
6511,33413,1.11022302462516e-16,5.3329264322189e-15,PFKL
6513,33418,0.0016634877782058,0.0328642305172932,TRPM2
6515,33446,4.23935616860049e-05,0.0010024568521923,SUMO3
6516,33447,5.55e-17,3.0053560136053704e-15,PTTG1IP
6518,33457,0.0001924906855794,0.0042605543300856,ADARB1
6519,33466,5.55e-17,3.0053560136053704e-15,COL18A1
6520,33475,4.20756224706054e-06,0.0001087295902197,COL6A1
6521,33480,5.55e-17,3.0053560136053704e-15,COL6A2
6522,33485,5.55e-17,3.0053560136053704e-15,LSS
6525,33495,1.11022302462516e-16,5.3329264322189e-15,S100B
6526,33496,3.46833672892899e-13,1.3766415600888599e-11,PRMT2
6527,33497,5.55e-17,3.0053560136053704e-15,MT-ND1
6528,33498,5.55e-17,3.0053560136053704e-15,MT-ND2
6529,33499,1.11022302462516e-16,5.3329264322189e-15,MT-CO1
6530,33500,5.55e-17,3.0053560136053704e-15,MT-CO2
6531,33501,5.55e-17,3.0053560136053704e-15,MT-ATP8
6532,33502,5.55e-17,3.0053560136053704e-15,MT-ATP6
6533,33503,1.11022302462516e-16,5.3329264322189e-15,MT-CO3
6534,33504,5.55e-17,3.0053560136053704e-15,MT-ND3
6535,33505,5.55e-17,3.0053560136053704e-15,MT-ND4L
6536,33506,5.55e-17,3.0053560136053704e-15,MT-ND4
6537,33507,5.55e-17,3.0053560136053704e-15,MT-ND5
6538,33508,4.7987482179046e-06,0.0001233819853643,MT-ND6
6539,33509,5.55e-17,3.0053560136053704e-15,MT-CYB
6540,33528,7.81636312479073e-05,0.0018010065744307,AC007325.4
